topic_id,question_id,question,retrieved_list,top_k,Chunking_Type,split_length,split_overlap
W14,W14Q04,Is the transfer from associate degree to bachelors automatic?,"['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W15,W15Q01,Is it accurate to say that the IT industry in Australia has no future as every company outsources to India?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W15,W15Q02,Are the assertions true that there is no future for the IT industry in Australia because most companies have outsourced to India?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W15,W15Q03,"I have heard rumors that the IT industry in Australia is being outsourced to India, resulting in a lack of future prospects. Is this information correct?","[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W15,W15Q04,"I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India?","[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W16,W16Q01,Can the Associate degree be considered a suitable pathway if I don't meet the required ATAR for the IT degree?,"['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W16,W16Q02,Is the Associate degree a viable alternative if I fall short of the required ATAR for the IT degree?,"['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W16,W16Q03,Is the Associate degree a recommended option if I don't meet the ATAR requirements for the IT degree?,"['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W16,W16Q04,"If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway?","['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W17,W17Q01,"What employment opportunities and career paths are open to graduates with degrees in CS, SE, IT, DS, or related fields?","[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W17,W17Q02,"Can you elaborate on the job prospects and career options for individuals holding degrees in CS, SE, IT, DS, or similar disciplines?","[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W17,W17Q03,"What types of employment and career possibilities await graduates with degrees in CS, SE, IT, DS, or other relevant fields?","[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W17,W17Q04,"What kind of jobs, careers available to CS graduates? SE, IT, DS, or whatever degree?","[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W18,W18Q01,Can one find employment opportunities in the game development industry in this region?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W18,W18Q02,Is it feasible to obtain a job within the game development industry here?,"['gov.au/occupation -\nprofile/programmers?occupationCode=2613 ). There are other job categories (such as systems analyst, data scientist, business analyst roles that are popular among our graduates, and they also have similar growth predictions.) Q: Can you get a job in games industry here? A: Yes, careers outlook for games industry, in more broader sense, the digital media is very positive. Q: Is RMITs Software Engineering degree accredited by Engineers Australia? A: No.']",1,sentence,5,0
W18,W18Q03,Are there potential career opportunities in the game development sector in this area?,"[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W18,W18Q04,Can you get a job in games industry here?,"['gov.au/occupation -\nprofile/programmers?occupationCode=2613 ). There are other job categories (such as systems analyst, data scientist, business analyst roles that are popular among our graduates, and they also have similar growth predictions.) Q: Can you get a job in games industry here? A: Yes, careers outlook for games industry, in more broader sense, the digital media is very positive. Q: Is RMITs Software Engineering degree accredited by Engineers Australia? A: No.']",1,sentence,5,0
W19,W19Q01,What are the disparities between the Bachelor of CS and Bachelor of CS (Professional) degrees?,"[' Q: What is the difference between Bachelor of Software Engineering (Professional) and Bachelor of Engineering (Software Engineering) (Honours) degree? A: A good question. As described above, B. Software Engineering (Professional) degree trains students to become professional softw are engineers and builds a skill set covering every stage of the SE life cycle, beginning from requirement elicitation to testing and maintenance. In B. Software Engineering, we train students to design, build and maintain reliable software solutions.']",1,sentence,5,0
W19,W19Q02,"Can you outline the dissimilarities between the two CS degrees, traditional and Professional?","[' In addition, towards the second part of seco nd year, we run a number of professional development activities to assist students to get themselves prepared for applying industry placements. In the worst comes to worst, we will transfer SE students to CS program if -- after every possible avenue is exh austed -- they cannot secure an industry placement. Q: Whats the difference between Bachelor of CS and Bachelor of CS (Professional) degrees? The Professional version is just introduced, and first intake w as 2023. Students in the regular (3 -yr version), if they perform really well in the first two years, they can apply for an internal transfer into the professional version (4 -yr version). It is essentially added internship year to the regular program.']",1,sentence,5,0
W19,W19Q03,What sets the Bachelor of CS and Bachelor of CS (Professional) degrees apart from each other?,"[' In each case, they are assigned a project supervisor who work closely with you and industry partner to get student experience. In addition to these mandatory WIL requirements, every year we have summer projects and other industry events, such as ANZ hackathon, AIIA iAwards competition, and other coding/ security competitions. Q: Whats the difference between Bachelor degrees and associate degrees? A: Associate degrees are normally pathway degrees to a specific bachelor degree. E.g .']",1,sentence,5,0
W19,W19Q04,What’s the difference between Bachelor of CS and Bachelor of CS (Professional) degrees?,"[' Q: What is the difference between Bachelor of Software Engineering (Professional) and Bachelor of Engineering (Software Engineering) (Honours) degree? A: A good question. As described above, B. Software Engineering (Professional) degree trains students to become professional softw are engineers and builds a skill set covering every stage of the SE life cycle, beginning from requirement elicitation to testing and maintenance. In B. Software Engineering, we train students to design, build and maintain reliable software solutions.']",1,sentence,5,0
W20,W20Q01,How do CS and IT programs differ from each other?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W20,W20Q02,Can you explain the variances between CS and IT programs?,"[' [SD2]It is easy between some programs, and not as easy between some programs. For example, within first and second year, it is easy to transfer between SE and CS programs. Also, if you go from SE or CS to IT , it is easy to transfer. However, transfer from IT to CS, will require certain requirements and assessed on merit. If you are unsure, refer to the Program Manager of the TARGET PROGRAM.']",1,sentence,5,0
W20,W20Q03,What sets apart CS programs from IT programs?,"[' [SD2]It is easy between some programs, and not as easy between some programs. For example, within first and second year, it is easy to transfer between SE and CS programs. Also, if you go from SE or CS to IT , it is easy to transfer. However, transfer from IT to CS, will require certain requirements and assessed on merit. If you are unsure, refer to the Program Manager of the TARGET PROGRAM.']",1,sentence,5,0
W20,W20Q04,What’s the difference between CS and IT programs?,"['\x0cRMIT Classification: Trusted Q: Whats the difference between CS and IT programs? A: CS program covers Computer Science core body of knowledge and will provide a solid foundation in the underlying concepts. It strikes a good balance between the theory and the application of these theories to the application of them into real -life scenarios (in application development). Another important difference is the Australias first university -level programming boot camp approach in the first year of teaching in our programs. Each student is allocated into a small cohort (a programming bootcamp) and learn essential nuts and bolts of programming first. Then, they move into separate programming studios where they apply their programming skills i nto an application (could be a web -based, mobile, data analysis, or games application).']",1,sentence,5,0
W21,W21Q01,What are the extra courses I need to take if I transfer from IT to CS?,"[' [SD2]It is easy between some programs, and not as easy between some programs. For example, within first and second year, it is easy to transfer between SE and CS programs. Also, if you go from SE or CS to IT , it is easy to transfer. However, transfer from IT to CS, will require certain requirements and assessed on merit. If you are unsure, refer to the Program Manager of the TARGET PROGRAM.']",1,sentence,5,0
W22,W22Q01,What can I do if I don't get work placements as SE student?,"[' In addition, towards the second part of seco nd year, we run a number of professional development activities to assist students to get themselves prepared for applying industry placements. In the worst comes to worst, we will transfer SE students to CS program if -- after every possible avenue is exh austed -- they cannot secure an industry placement. Q: Whats the difference between Bachelor of CS and Bachelor of CS (Professional) degrees? The Professional version is just introduced, and first intake w as 2023. Students in the regular (3 -yr version), if they perform really well in the first two years, they can apply for an internal transfer into the professional version (4 -yr version). It is essentially added internship year to the regular program.']",1,sentence,5,0
W23,W23Q01,Do CS students need to enrol on industry placement?,"[' Q: What level of Work Integrated Learning (call it capstone project, placement, industry training, or whatever they call i t) available to RMIT CS students? There is a multitude of WIL components available, some are part of the programs and mandatory and others are optional. SE students are required to do one -year industry placement and another 24CP project in their final yea r. Same for all three professional degrees. All other students are required by RMIT rules to do a capstone project in their final year. It involves with doing a project with an industry partner, or in some cases, an in -house project simulating a real indu stry scenario.']",1,sentence,5,0
W24,W24Q01,What are the job demands for different programs?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W25,W25Q01,What does the final year of CS program include?,"[' Q: What level of Work Integrated Learning (call it capstone project, placement, industry training, or whatever they call i t) available to RMIT CS students? There is a multitude of WIL components available, some are part of the programs and mandatory and others are optional. SE students are required to do one -year industry placement and another 24CP project in their final yea r. Same for all three professional degrees. All other students are required by RMIT rules to do a capstone project in their final year. It involves with doing a project with an industry partner, or in some cases, an in -house project simulating a real indu stry scenario.']",1,sentence,5,0
W26,W26Q01,What is the capstone project?,"[' Q: What level of Work Integrated Learning (call it capstone project, placement, industry training, or whatever they call i t) available to RMIT CS students? There is a multitude of WIL components available, some are part of the programs and mandatory and others are optional. SE students are required to do one -year industry placement and another 24CP project in their final yea r. Same for all three professional degrees. All other students are required by RMIT rules to do a capstone project in their final year. It involves with doing a project with an industry partner, or in some cases, an in -house project simulating a real indu stry scenario.']",1,sentence,5,0
W27,W27Q01,How many weeks should we work in the industry placements?,"[' Eng ( Software Engineering) is not accredited in Melbourne (its Vietnam version was accredited). One key feature differentiating two program is that B Software Eng program has one -year internship while other does not. The former one has 100% employability (4 years within last 5 years, except during Covid, every other year students found 100% employabi lity). Q: Will the school provide work placements? A: Well, not directly. We do have a lot of industry contacts, as well as a full -time industry coordinator who will assist students to establish industry links.']",1,sentence,5,0
W28,W28Q01,How long is Bachelor of CS?,"[' Q: If I choose to do a major in Cyber Security with Bachelor of Information Technology degree, for example, will it appear in my award title? A: No. Major name does not appear o n award title. However, we do plan to offer a Bachelor of Cyber Security degree, a stand -along specialised Cyber program in the near future. Q: Are RMIT degrees Bachelor of Science (BSc) degrees or Bachelor of Engineering (BEng) degrees, or what? A: RMI T degrees are quite specific in the discipline area, for example, our degrees are titled Bachelor of Computer Science, Bachelor of Software Engineering, Bachelor of Information Technology , and Bachelor of Data Science . In addition to the above, we offer an honours degree option: a one -year Honours degree which is only be started after completing a regular three year CS degree.']",1,sentence,5,0
W29,W29Q01,Is it possible to take elective courses that are not listed within the program?,"[' [SD2]It is easy between some programs, and not as easy between some programs. For example, within first and second year, it is easy to transfer between SE and CS programs. Also, if you go from SE or CS to IT , it is easy to transfer. However, transfer from IT to CS, will require certain requirements and assessed on merit. If you are unsure, refer to the Program Manager of the TARGET PROGRAM.']",1,sentence,5,0
W30,W30Q01,What math requirements are needed for the CS program?,"[' breadth. Another feature of the IT program is that you can take a cross -disciplinary minor study outside the IT, be it Innovation and Enterprise, Entrepreneurship, Business Analytics, Blockchain -enabled Business or B, expanding your exposure to many different aspects. Very Important !!! It used t o be two different VCE Maths requirements in the past. Upto 2023, it used to be: CS program requires Math Methods or specialist maths IT program requires any maths That has been changed for 2024 intake. Now, all programs have the same level of Maths requ irements: Victorian Certificate of Education (VCE) Units 3 and 4: a study score of at least 30 in English (EAL) or at least 25 in English other than EAL; Units 3 and 4: a study score of at least 20 in one of: Maths: General Mathematics or Maths: Mathematical Methods or Maths: Specialist Mathematics, or equivalent studies.']",1,sentence,5,0
W31,W31Q01,What math requirements are needed for the IT program?,"[' breadth. Another feature of the IT program is that you can take a cross -disciplinary minor study outside the IT, be it Innovation and Enterprise, Entrepreneurship, Business Analytics, Blockchain -enabled Business or B, expanding your exposure to many different aspects. Very Important !!! It used t o be two different VCE Maths requirements in the past. Upto 2023, it used to be: CS program requires Math Methods or specialist maths IT program requires any maths That has been changed for 2024 intake. Now, all programs have the same level of Maths requ irements: Victorian Certificate of Education (VCE) Units 3 and 4: a study score of at least 30 in English (EAL) or at least 25 in English other than EAL; Units 3 and 4: a study score of at least 20 in one of: Maths: General Mathematics or Maths: Mathematical Methods or Maths: Specialist Mathematics, or equivalent studies.']",1,sentence,5,0
W32,W32Q01,"what is ""programming boot camp""?","['\x0cRMIT Classification: Trusted Q: Whats the difference between CS and IT programs? A: CS program covers Computer Science core body of knowledge and will provide a solid foundation in the underlying concepts. It strikes a good balance between the theory and the application of these theories to the application of them into real -life scenarios (in application development). Another important difference is the Australias first university -level programming boot camp approach in the first year of teaching in our programs. Each student is allocated into a small cohort (a programming bootcamp) and learn essential nuts and bolts of programming first. Then, they move into separate programming studios where they apply their programming skills i nto an application (could be a web -based, mobile, data analysis, or games application).']",1,sentence,5,0
W33,W33Q01,What are the minimum requirements for an Associate degree student to successfully transfer to a bachelor's degree,"[' In each case, they are assigned a project supervisor who work closely with you and industry partner to get student experience. In addition to these mandatory WIL requirements, every year we have summer projects and other industry events, such as ANZ hackathon, AIIA iAwards competition, and other coding/ security competitions. Q: Whats the difference between Bachelor degrees and associate degrees? A: Associate degrees are normally pathway degrees to a specific bachelor degree. E.g .']",1,sentence,5,0
W34,W34Q01,What are the programming languages that will be covered in the CS program,"['\x0cRMIT Classification: Trusted Q: Whats the difference between CS and IT programs? A: CS program covers Computer Science core body of knowledge and will provide a solid foundation in the underlying concepts. It strikes a good balance between the theory and the application of these theories to the application of them into real -life scenarios (in application development). Another important difference is the Australias first university -level programming boot camp approach in the first year of teaching in our programs. Each student is allocated into a small cohort (a programming bootcamp) and learn essential nuts and bolts of programming first. Then, they move into separate programming studios where they apply their programming skills i nto an application (could be a web -based, mobile, data analysis, or games application).']",1,sentence,5,0
W35,W35Q01,when does the application for program transfer open,"['edu.au/course/BP094GEN8 Q: Is the transfer from associate degree to bachelors automatic? A: No, it is not. You are required to apply when you are closer to the completion of the Associate Degree.\x0cRMIT Classification: Trusted Q: If I do not get the required ATAR to get into IT degree, is the Associate degree a suitable pathway? A: Absolutely. Associate degrees normally have lower ATAR and quite suitable pathway to achieve your intended graduation outcome via this.']",1,sentence,5,0
W36,W36Q01,"If I am an international student, What is the language level required to study CS","[' Q: What level of Work Integrated Learning (call it capstone project, placement, industry training, or whatever they call i t) available to RMIT CS students? There is a multitude of WIL components available, some are part of the programs and mandatory and others are optional. SE students are required to do one -year industry placement and another 24CP project in their final yea r. Same for all three professional degrees. All other students are required by RMIT rules to do a capstone project in their final year. It involves with doing a project with an industry partner, or in some cases, an in -house project simulating a real indu stry scenario.']",1,sentence,5,0
W37,W37Q01,Are there any scholarships for CS bachelor's degree,"[' Q: If I choose to do a major in Cyber Security with Bachelor of Information Technology degree, for example, will it appear in my award title? A: No. Major name does not appear o n award title. However, we do plan to offer a Bachelor of Cyber Security degree, a stand -along specialised Cyber program in the near future. Q: Are RMIT degrees Bachelor of Science (BSc) degrees or Bachelor of Engineering (BEng) degrees, or what? A: RMI T degrees are quite specific in the discipline area, for example, our degrees are titled Bachelor of Computer Science, Bachelor of Software Engineering, Bachelor of Information Technology , and Bachelor of Data Science . In addition to the above, we offer an honours degree option: a one -year Honours degree which is only be started after completing a regular three year CS degree.']",1,sentence,5,0
W38,W38Q01,Will RMIT help the student to build a professional network in the CS,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W39,W39Q01,Does pursuing a CS degree offer better job prospects compared to an IT degree?,"[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W39,W39Q02,"In the aspect of job opportunities, is opting for a CS degree superior to selecting an IT degree?","[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W39,W39Q03,Are there more favorable job prospects associated with a CS degree as opposed to an IT degree?,"[' What matters the most is how you perfor med in your degree. Also, the skills outside the main (such as communication, professional skills, etc) will play an important role in finding a job. A weak CS student with minimal communication skills will find it difficult to find a job than an excellent IT student. No matter what degree you do, do really well and you find jobs. Q: I heard that there is no future in IT industry in Australia, as every IT company has outsourced to India? A: Thats a myth.']",1,sentence,5,0
W39,W39Q04,Is doing an CS degree a better option than an IT degree in terms of job opportunities?,"[' Q: What kind of jobs, careers available to CS graduates? SE, IT, DS, or w hatever degree? A: This is a very broad question. Our students have successfully obtained jobs in many IT -related sectors, government, large IT companies, small -to-medium scale companies, startups and so on. Lately, there is a flurry of activity in Melbour ne in startups. Many of our students have joined them, and some of them even have started their own startups.\x0cRMIT Classification: Trusted Q: Is doing an CS degree a better option than an IT degree in terms of job opportunities? A: Not really.']",1,sentence,5,0
W40,W40Q1,What are the majors required for Data Science,"['\x0cRMIT Classification: Trusted Q: What choice of majors and minors available? there are a number of discipline -specific and cross -disciplinary majors and minors available and some of them have a strong business focus. BIT students have the widest choice of majors and minors. All of the majors and minors are focussed on future careers. If you are interested to know more about the majors and minors, we strongly encourage to attend one o f our info sessions. A summary of majors and minors are here: Majors Name Computer Science Software Engineering Data Science Information Technology Cyber Security Cybersecurity Minor only No majors in this program Digital Innovation Enterprise Systems Development Minor only Advanced Computer Science Advanced Data Science Minor only Minor only Minors : Name Computer Science Software Engineering Data Science Information Technology Cyber Security Blockchain Technologies Cyber Assurance Creative Computing Enterprise Systems Development Data Science AI and Machine Learning Cloud Computing Bioinformatics Data Analysis Network Infrastructure CISCO Networking Innovation and Enterprise Entrepreneurship Business Analytics Blockchain Enabled Business Business Information Systems Q: What choice of electives available? A: Depending on the program, a wide choice of electives -- in programming, mobile, and web, networking, cybersecurity, software engineering, is available.']",1,sentence,5,0
W41,W41Q1,What are the avlible minors cources for CS that doesnot need an approval,"[' In addition, In general, each program has a suite of electives you can choose from. However, if you are interested in taking an elective outside the program structure, you can seek approval from the program manager.\x0cRMIT Classification: Trusted In the IT program, you can choose your electives to form a specialisation in one of the IT sub -disciplines (programming, security, DEVOPS, etc) or you can choose them broadly.']",1,sentence,5,0
W42,W42Q1,what are the majors avalible for IT without a prerequisite,"['\x0cRMIT Classification: Trusted Q: What choice of majors and minors available? there are a number of discipline -specific and cross -disciplinary majors and minors available and some of them have a strong business focus. BIT students have the widest choice of majors and minors. All of the majors and minors are focussed on future careers. If you are interested to know more about the majors and minors, we strongly encourage to attend one o f our info sessions. A summary of majors and minors are here: Majors Name Computer Science Software Engineering Data Science Information Technology Cyber Security Cybersecurity Minor only No majors in this program Digital Innovation Enterprise Systems Development Minor only Advanced Computer Science Advanced Data Science Minor only Minor only Minors : Name Computer Science Software Engineering Data Science Information Technology Cyber Security Blockchain Technologies Cyber Assurance Creative Computing Enterprise Systems Development Data Science AI and Machine Learning Cloud Computing Bioinformatics Data Analysis Network Infrastructure CISCO Networking Innovation and Enterprise Entrepreneurship Business Analytics Blockchain Enabled Business Business Information Systems Q: What choice of electives available? A: Depending on the program, a wide choice of electives -- in programming, mobile, and web, networking, cybersecurity, software engineering, is available.']",1,sentence,5,0
W43,W43Q1,what are the majors avalible for CS without a prerequisite,"['\x0cRMIT Classification: Trusted Q: What choice of majors and minors available? there are a number of discipline -specific and cross -disciplinary majors and minors available and some of them have a strong business focus. BIT students have the widest choice of majors and minors. All of the majors and minors are focussed on future careers. If you are interested to know more about the majors and minors, we strongly encourage to attend one o f our info sessions. A summary of majors and minors are here: Majors Name Computer Science Software Engineering Data Science Information Technology Cyber Security Cybersecurity Minor only No majors in this program Digital Innovation Enterprise Systems Development Minor only Advanced Computer Science Advanced Data Science Minor only Minor only Minors : Name Computer Science Software Engineering Data Science Information Technology Cyber Security Blockchain Technologies Cyber Assurance Creative Computing Enterprise Systems Development Data Science AI and Machine Learning Cloud Computing Bioinformatics Data Analysis Network Infrastructure CISCO Networking Innovation and Enterprise Entrepreneurship Business Analytics Blockchain Enabled Business Business Information Systems Q: What choice of electives available? A: Depending on the program, a wide choice of electives -- in programming, mobile, and web, networking, cybersecurity, software engineering, is available.']",1,sentence,5,0
